Source,Target,type
1773437.0,47987731.0,indicative
250986010.0,1773437.0,indicative
1775372.0,1773442.0,indicative
1775497.0,1773442.0,indicative
1775507.0,1773442.0,indicative
1775532.0,1773442.0,indicative
1773452.0,1773472.0,indicative
1775452.0,1773452.0,indicative
1773452.0,1775642.0,indicative
1773452.0,1776067.0,indicative
1773452.0,348716744.0,indicative
1773492.0,1773472.0,indicative
1773472.0,1775427.0,indicative
1775452.0,1773472.0,indicative
1775642.0,1773472.0,indicative
1776592.0,1773472.0,indicative
1776627.0,1773472.0,indicative
1773472.0,1776702.0,indicative
4151162.0,1773472.0,indicative
1773472.0,24092923.0,indicative
126877750.0,1773472.0,indicative
348716744.0,1773472.0,indicative
1776023686.0,1773472.0,indicative
1775427.0,1773492.0,indicative
1775452.0,1773492.0,indicative
1775642.0,1773492.0,indicative
1775702.0,1773492.0,indicative
1776067.0,1773492.0,indicative
1776592.0,1773492.0,indicative
2258712.0,1773492.0,indicative
1773492.0,4144648.0,indicative
1773492.0,71645784.0,indicative
348715502.0,1773492.0,indicative
348716744.0,1773492.0,indicative
1704192615.0,1773492.0,indicative
1776023686.0,1773492.0,indicative
1773492.0,1790138595.0,indicative
1773592.0,1773632.0,indicative
1773822.0,1773592.0,indicative
1774547.0,1773592.0,indicative
1775602.0,1773592.0,indicative
1775782.0,1773592.0,indicative
1776477.0,1773592.0,indicative
2208445.0,1773592.0,indicative
136703631.0,1773592.0,indicative
136704309.0,1773592.0,indicative
353834062.0,1773592.0,indicative
1773632.0,1773822.0,indicative
1773632.0,1774027.0,indicative
1774547.0,1773632.0,indicative
1775602.0,1773632.0,indicative
1773632.0,1775782.0,indicative
24002581.0,1773632.0,indicative
24005195.0,1773632.0,indicative
47572529.0,1773632.0,indicative
72495962.0,1773632.0,indicative
1773632.0,136703631.0,indicative
1773632.0,136704168.0,indicative
1773632.0,136704309.0,indicative
338340784.0,1773632.0,indicative
353834062.0,1773632.0,indicative
1775867.0,1773647.0,indicative
146861779.0,1773647.0,indicative
1775452.0,1773682.0,indicative
1775642.0,1773682.0,indicative
1773682.0,250986010.0,indicative
1773792.0,1773787.0,indicative
1773787.0,1774102.0,indicative
1775277.0,1773787.0,indicative
29870604.0,1773787.0,indicative
1773787.0,85594280.0,indicative
1773792.0,1775277.0,indicative
29870604.0,1773792.0,indicative
1773792.0,85594280.0,indicative
1773962.0,1773797.0,indicative
1774642.0,1773797.0,indicative
1775332.0,1773797.0,indicative
1773797.0,1775427.0,indicative
1775697.0,1773797.0,indicative
1775702.0,1773797.0,indicative
1773797.0,405237425.0,indicative
1773797.0,1657417886.0,indicative
1657719952.0,1773797.0,indicative
1773797.0,1658044571.0,indicative
1773797.0,1658061639.0,indicative
1774547.0,1773822.0,indicative
1773822.0,1775782.0,indicative
136703631.0,1773822.0,indicative
1773822.0,136704168.0,indicative
136704309.0,1773822.0,indicative
1774642.0,1773962.0,indicative
1773962.0,1775332.0,indicative
1773962.0,1775427.0,indicative
1773962.0,1757761712.0,indicative
1769357011.0,1773962.0,indicative
1773972.0,1775342.0,indicative
1776787.0,1773972.0,indicative
1775602.0,1774027.0,indicative
2208445.0,1774027.0,indicative
136703631.0,1774027.0,indicative
1774027.0,136704168.0,indicative
2258712.0,1774097.0,indicative
1774097.0,24166696.0,indicative
1774097.0,47994028.0,indicative
1774097.0,82805306.0,indicative
1774097.0,128676975.0,indicative
231957235.0,1774097.0,indicative
1774102.0,1775277.0,indicative
1774102.0,29870604.0,indicative
1774102.0,85594280.0,indicative
1775642.0,1774172.0,indicative
1774472.0,1774677.0,indicative
1774472.0,1774762.0,indicative
1774472.0,1774797.0,indicative
1774472.0,1775757.0,indicative
2328456.0,1774472.0,indicative
1774472.0,1771652313.0,indicative
1774512.0,47980922.0,indicative
1774547.0,1775602.0,indicative
1774547.0,1775782.0,indicative
1774547.0,1776477.0,indicative
4151954.0,1774547.0,indicative
1774547.0,23325791.0,indicative
136703631.0,1774547.0,indicative
136704168.0,1774547.0,indicative
136704309.0,1774547.0,indicative
1774547.0,353834062.0,indicative
1775427.0,1774567.0,indicative
1775642.0,1774567.0,indicative
231606915.0,1774567.0,indicative
1775332.0,1774642.0,indicative
1775427.0,1774642.0,indicative
1657719952.0,1774642.0,indicative
1757761712.0,1774642.0,indicative
1769357011.0,1774642.0,indicative
1774762.0,1774677.0,indicative
1774797.0,1774677.0,indicative
1774677.0,1775757.0,indicative
2328456.0,1774677.0,indicative
1774797.0,1774762.0,indicative
1775757.0,1774762.0,indicative
2328456.0,1774762.0,indicative
1774762.0,1499247990.0,indicative
1774762.0,1771652313.0,indicative
1774797.0,1775757.0,indicative
2328456.0,1774797.0,indicative
1499247990.0,1774797.0,indicative
1774797.0,1771652313.0,indicative
1775642.0,1774827.0,indicative
1774827.0,1776702.0,indicative
1774827.0,23939045.0,indicative
1774837.0,47987731.0,indicative
1775452.0,1774972.0,indicative
1775642.0,1774972.0,indicative
1774997.0,1776087.0,indicative
1774997.0,4151162.0,indicative
1774997.0,72259583.0,indicative
1775032.0,24174877.0,indicative
1775032.0,24175202.0,indicative
